"productCode","productName","productLine","rating","buyPrice","quantityInStock","productVendor","orderDate","requiredDate","shippedDate","status","quantityOrdered","priceEach","orderLineNumber","customerName","contactLastName","contactFirstName","city","state","country","creditLimit"
"S18_1367","hp samsung a14 4g 6/128 fullset smartphone android","Smartphone",4.8,1146000,8635,"Samsung","2024-02-02T00:35:58","2024-07-03T10:30:44","2024-03-06T12:14:34","Shipped",49,52.83,6,"Souveniers And Things Co.","Huxley","Adrian","Chatswood","NSW","Australia",93300
"S18_2795","Versi Global Qin F22 Pro Play Store 4GB 64GB Smartphone Layar Sentuh","Smartphone",5,3978000,548,"Qin","2024-02-02T00:35:58","2024-07-03T10:30:44","2024-03-06T12:14:34","Shipped",41,151.88,8,"Souveniers And Things Co.","Huxley","Adrian","Chatswood","NSW","Australia",93300
"S18_2949","OPPO A57 RAM 4/64 GB | A 57 4/64GB SMARTPHONE","Smartphone",4.8,1350000,4189,"OPPO","2024-02-02T00:35:58","2024-07-03T10:30:44","2024-03-06T12:14:34","Shipped",46,91.18,1,"Souveniers And Things Co.","Huxley","Adrian","Chatswood","NSW","Australia",93300
"S18_2957","Xiaomi Redmi A3 Smartphone 4/128Gb Garansi Resmi","Smartphone",5,1194000,5649,"Xiaomi","2024-02-02T00:35:58","2024-07-03T10:30:44","2024-03-06T12:14:34","Shipped",20,52.47,3,"Souveniers And Things Co.","Huxley","Adrian","Chatswood","NSW","Australia",93300
"S18_3136","Smartphone VIVO Y17 RAM 8GB + 256GB","Smartphone",4.7,729000,5992,"VIVO","2024-02-02T00:35:58","2024-07-03T10:30:44","2024-03-06T12:14:34","Shipped",20,101.58,2,"Souveniers And Things Co.","Huxley","Adrian","Chatswood","NSW","Australia",93300
"S18_3320","Laptop ADVAN TBOOK INTEL N100 4Gb/128GB 14"""" HD FREE Windows 11","Laptop",5,2999000,7913,"ADVAN","2024-02-02T00:35:58","2024-07-03T10:30:44","2024-03-06T12:14:34","Shipped",30,81.35,5,"Souveniers And Things Co.","Huxley","Adrian","Chatswood","NSW","Australia",93300
"S24_4258","Smart Watch Series 8 ULTRA Support IOS & Android Bluetooth Smartwatch Water Resistance","Smartwatch",5,185000,4710,"Smart","2024-02-02T00:35:58","2024-07-03T10:30:44","2024-03-06T12:14:34","Shipped",29,93.49,4,"Souveniers And Things Co.","Huxley","Adrian","Chatswood","NSW","Australia",93300
"S10_1949","Samsung Galaxy S24 5G 8/512GB AI Smartphone Online Exclusive","Smartphone",4.9,13299000,7305,"Samsung","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",37,186.44,11,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S10_4962","ADVAN smartphone NASA PRO 2GB/32GB Android 11","Smartphone",4.9,649000,6791,"ADVAN","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",26,131.49,4,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S12_1666","Samsung Galaxy S24 Ultra [12/512], Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama","Smartphone",4.8,20854500,1579,"Samsung","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",38,118.9,8,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S18_1097","Samsung Galaxy S23 Ultra [12/256], Smartphone AI, AI Phone, Handphone AI, 50MP Nightography Camera & Snapdragon 8 Gen 2 (4nm), HP flagship Samsung, Android","Smartphone",4.9,16974500,2613,"Samsung","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",32,95.67,10,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S18_2432","Samsung Galaxy Z Flip6 Online Exclusive, Smartphone AI, Smartphone Lipat, Android, Kamera 50MP","Smartphone",4.6,17499000,2018,"Samsung","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",46,51.05,2,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S18_4600","ADVAN Notebook Laptop Workpro Intel I5 14'' FHD IPS 8GB 256GB Win 11","Laptop",4.8,6299000,3128,"ADVAN","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",40,100.5,5,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S18_4668","ADVAN Laptop Workplus AMD RYZEN 5 6600H 14'' FHD IPS 16GB 512GB Win 11","Laptop",4.9,7099000,6645,"ADVAN","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",29,40.25,9,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S24_2300","XIAOMI OFFICIAL Xiaomi TV Stick 4K Android TV 11 4K Portabel","TV",4.9,699000,2327,"Xiaomi","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",47,118.84,1,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S32_1268","JETE Kabel Magnetic Charger Smartwatch FR12 FR11 AM1 AM2 - Original","Smartwatch",4.08,50000,5099,"JETE","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",26,87.64,3,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S32_3522","Lenyes S220 Speaker Bluetooth Wireless 12W RGB TWS Original Garansi","Speaker BT",4.08,187900,814,"Lenyes","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",28,62.05,7,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S700_2824","Bose Smart Soundbar 600 Portable Wireless Bluetooth Speaker - Black","Speaker BT",4.09,6999000,6934,"Bose","2023-10-23T20:08:01","2024-02-13T07:56:42","2024-04-30T06:19:30","Shipped",36,101.15,6,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA","USA",84600
"S12_4473","Samsung Galaxy Z Flip6 [12/256] - [Mint, Silver Shadow, Yellow, Blue] Smartphone AI, AI Phone, Smartphone Lipat, Android, Kamera 50MP, FlexCam","Smartphone",5,15999000,7770,"Samsung","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",21,114.95,5,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S18_2238","VIVO V30 Pro 5G 8/256 12/512 RAM 8GB 12GB ROM 256GB 512GB Smartphone","Smartphone",3.4,5100000,4724,"VIVO","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",39,160.46,4,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S18_2319","LUNA V6 smartphone android 12 6/128 fingerint garansi resmi - Biru","Smartphone",5,1299000,8258,"LUNA","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",47,103.09,8,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S18_3232","CCA Polaris with MIC In Ear 4 Tuning Switch Single DD Eahone Headset","Earphone/TWS",4.9,130000,8347,"CCA","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",34,143.94,9,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S24_1444","Xiaomi Google TV A 43 2025 FHD  Google TV  Dolby Audio, DTS:X, dan DTS  Smart TV [ Official Store ]","TV",4.8,3099000,3508,"Xiaomi","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",20,50.86,2,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S24_2840","Advan Tab Sketsa 3 10.1â€ù HD IPS 128GB+RAM 6GB Tiger T606 Android","Tablet",4.09,2229000,2542,"SHARP","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",21,32.18,6,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S24_4048","Smartwatch GPS DM56 AMOLED | AOD | Raise to Weak | Built-in GPS | Compass | Altimeter | Barometer 5 ATM Wateroof IP69K","Smartwatch",4.09,899000,6582,"AOD","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",40,104.09,1,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S32_2509","Sony ULT TOWER 10 Bluetooth Karaoke Party Speaker with Powerful Bass","Speaker BT",5,16999000,2874,"Sony","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",24,53.03,7,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S50_1392","Edifier Active 2.0 Bluetooth Speaker Set - R1700BT","Speaker BT",5,1599000,1016,"Edifier","2024-04-04T22:45:16","2024-04-15T03:31:09","2023-12-20T18:18:19","Shipped",44,94.92,3,"Suominen Souveniers","Suominen","Kalle","Espoo",,"Finland",98800
"S12_1108","Samsung Galaxy S24 [8/256], Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama","Smartphone",5,12609500,3619,"Samsung","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",33,166.24,12,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S12_3148","OPPO A3 Pro 5G 8GB/256GB Smartphone (Garansi Resmi)","Smartphone",5,3999000,8998,"OPPO","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",33,140.5,13,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S12_3891","SHARP AQUOS SH-C06 SMARTPHONE V7 Plus 4GB/128GB - Blue READY ","Smartphone",5,1358000,1049,"SHARP","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",46,167.83,11,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S18_3140","Moondrop CHU2 / CHU 2 / CHU II Dynamic Driver in Ear Monitor Eahone","Earphone/TWS",5,286000,3913,"Moondrop","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",47,129.76,8,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S18_3259","ADVAN Notebook Laptop Workpro Intel i5 12450H 14'' FHD IPS 8GB 512GB Win 11","Laptop",5,6899000,6450,"ADVAN","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",22,95.8,10,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S18_4027","ADVAN Laptop Workplus AMD Ryzen 5 6600H 14'' FHD IPS 16GB 512GB Win 11 + SSD ADVAN X HIKSEMI","Laptop",4.9,7599000,5545,"ADVAN","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",24,122.08,15,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S18_4522","ADVAN Laptop Notebook INTEL i3 14 inch FHD IPS 8GB+256GB WDS","Laptop",4.9,6199000,8290,"ADVAN","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",24,79.87,7,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S24_2011","Official Xiaomi Smart TV A Pro 43 UHD  4K Ultra HD Dolby Audio™ DTS-X","TV",4.9,3999000,1898,"Xiaomi","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",33,114.29,6,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S24_3151","Samsung Galaxy Tab S9 5G 8/128GB - Graphite","Tablet",5,12499000,9173,"Samsung","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",49,74.35,1,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S32_3207","Philips Speaker Bluetooth Nirkabel Mic And Speaker","Speaker BT",5,1890000,8601,"Philips","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",42,60.9,16,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S50_1514","Eggel Terra 3 Plus + Wateroof Bluetooth Speaker with RGB Lights","Speaker BT",5,699000,1645,"Eggel","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",42,56.24,14,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S700_1138","Eggel Terra 3 Mini 360 Wateroof Portable Bluetooth Speaker","Speaker BT",5,429000,1897,"Eggel","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",41,55.34,2,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S700_1938","Bose Smart Ultra Soundbar Dolby Atmos Wireless Bluetooth Speaker","Speaker BT",5,14099000,737,"Bose","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",43,77.08,9,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S700_3505","Mini Speaker Bluetooth With Mic Portabel Wireless Microphone Karaoke Rumah Musik Box Set","Speaker BT",4.09,87220,1956,"Mini","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",21,92.16,3,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S700_3962","Xiaomi Redmi Mi TV Soundbar Wireless Wired Bluetooth Speaker HiFi 30W","Speaker BT",4.09,469000,5088,"Xiaomi","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",38,91.37,4,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S72_3212","HiFi Bass Cinema Level Soundbar E350M Wood Wireless Bluetooth Speaker","Speaker BT",4.06,120000,414,"HiFi","2023-12-21T23:11:41","2024-02-13T14:11:12","2023-12-27T08:59:24","Shipped",39,46.96,5,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA","USA",210500
"S10_4757","ZTE Nubia Neo 5G Smartphone Gaming 8/256 GB Black Yellow LTE Mecha","Smartphone",4.9,2154000,3252,"ZTE","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",49,133.28,15,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S18_1662","OPPO A54 Smartphone 6GB/128GB (Garansi Resmi) - Flash Promo","Smartphone",4.9,2106000,5330,"OPPO","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",32,126.15,7,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S18_3029","SHARP AQUOS SH-C06 SMARTPHONE V7 Plus 4GB/128GB - Grey","Smartphone",5,1338000,4259,"SHARP","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",46,70.54,13,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S18_3856","Advan Laptop TBOOK X TRANSFORMER 14 inch Intel N100 4GB / 128GB Free Windows 11","Laptop",4.9,2999000,2378,"Advan","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",34,99.52,12,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S24_2841","Samsung Galaxy Tab S9 FE+ 12/256GB - Gray","Tablet",5,10499000,5942,"Samsung","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",27,63.71,8,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S24_3420","Samsung Galaxy Tab S9 FE+ Wifi 8/128GB - Silver","Tablet",5,7694000,2902,"Samsung","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",33,59.83,9,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S24_3816","itel VistaTab 30 Tablet- 4GB+128GB - 11"""" FHD+ IPS Display Screen - 7000mAh - Dual Speakers- AI Assistant with Learning Center for kid","Tablet",5,1899000,6621,"itel","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",23,74.64,14,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S24_3949","Aolon Jam Smartwatch Original 1.69'' Fitness Tracker Custom Wallpaper - black","Smartwatch",4.09,209000,6812,"Aolon","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",28,55.96,6,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S50_1341","Eggel Fit 3 Wateroof Portable Bluetooth Speaker","Speaker BT",5,199000,7062,"Eggel","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",34,34.91,1,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S700_1691","Eggel Terra 3 Plus + Wateroof Bluetooth Speaker with RGB Lights","Speaker BT",5,699000,5841,"Eggel","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",36,86.77,2,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S700_2047","Lenyes LR202 LR203 bluetooth receiver usb wireless adapter car speaker","Speaker BT",4.07,33900,3501,"Lenyes","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",26,87.8,11,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S700_2466","Eggel Fit 3 Wateroof Portable Bluetooth Speaker","Speaker BT",5,199000,9653,"Eggel","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",26,79.78,4,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S700_2610","SOUNDTECH Bluetooth Wireless Soundbar Speaker AUX Mini Audio","Speaker BT",4.09,209000,2999,"SOUNDTECH","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",31,69.39,16,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S700_3167","Speaker Bluetooth Portable LENYES S105 Outdoor Wireless Extrabass Wate","Speaker BT",4.09,184900,551,"LENYES","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",28,70.4,3,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S700_4002","THINKPLUS K3 BLUETOOTH PORTABLE SPEAKER STEREO WIRELESS SPEAKER","Speaker BT",4.09,109000,8820,"THINKPLUS","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",34,65.15,5,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S72_1253","Family KTV K12 Portable Wireless Karaoke Speaker Bluetooth Microphone","Speaker BT",4.05,86000,4857,"Family","2024-04-21T04:18:58","2024-07-27T08:51:48","2024-08-18T07:48:11","Shipped",37,49.66,10,"Mini Creations Ltd.","Huang","Wing","New Bedford","MA","USA",94500
"S32_4289","Speaker Bluetooth JBL Original Extra Bass Dual Speaker Include Mic","Speaker BT",4.06,235500,136,"JBL","2024-04-22T16:34:46","2023-12-18T06:46:56","2023-12-22T07:52:32","Shipped",20,56.41,1,"Royale Belge","Cartrain","Pascale ","Charleroi",,"Belgium",23500
"S10_1678","OPPO A18 4GB/128GB Smartphone","Smartphone",4.9,1499000,7933,"OPPO","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",45,76.56,6,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S10_2016","SHARP AQUOS SH-C06 SMARTPHONE V7 Plus 6GB/256GB WITH NFC READY ","Smartphone",4.7,1699000,6625,"SHARP","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",37,104.67,9,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S10_4698","Samsung Galaxy S24 Ultra 5G AI Smartphone Online Exclusive","Smartphone",4.8,27999000,5582,"Samsung","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",33,154.93,8,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S12_2823","OPPO A18 4GB/128GB Smartphone (Garansi Resmi)","Smartphone",4.9,1499000,9997,"OPPO","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",49,146.1,5,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S18_2581","OPPO A78 5G 8GB/128GB Smartphone (Garansi Resmi)","Smartphone",4.8,3099000,992,"OPPO","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",30,71.81,14,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S18_2625","Infinix Hot 40 Pro 8/128 8/256 12/256 RAM 8 12 ROM 128 256 Magic Ring Smartphone","Smartphone",5,1847000,4357,"Infinix","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",30,52.7,10,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S24_1578","Official Xiaomi Google TV A Pro 55 2025  Layar QLED 4K  Dolby Audio","TV",4.9,6499000,7003,"Xiaomi","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",43,103.68,7,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S24_1785","Official Xiaomi Smart TV A Pro 65 UHD  4K Ultra HD Dolby Audio™ DTS-X","TV",5,8199000,3627,"Xiaomi","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",40,87.54,16,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S24_2000","Xiaomi Official Mi TV Stick Android 9","TV",5,599000,15,"Xiaomi","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",47,63.98,11,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S24_2360","Samsung Galaxy Tab A9 Plus 5G 8/128GB - Graphite","Tablet",5,4299000,6840,"Samsung","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",27,56.1,3,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S24_4278","Official Itel Smart Watch O11 3 Tahan Air SPO2 Telepon Bluetooth","Smartwatch",4.09,189000,2756,"Official","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",33,71.73,15,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S32_1374","Eggel Tempo 4 Active Amoled Smartwatch / Smart Watch / Smartband","Smartwatch",4.09,359000,178,"Eggel","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",33,99.89,12,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S32_2206","Portable Speaker KREZT WAS-P20015C Speaker Bluetooth 3 Way Speaker","Speaker BT",5,5600000,9241,"Portable","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",31,39.43,1,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S32_4485","Lenyes LR202 LR203 bluetooth receiver usb wireless adapter car speaker","Speaker BT",4.07,33900,3341,"Lenyes","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",27,95.93,4,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S50_4713","Xiaomi Redmi Mi TV Soundbar Wireless Wired Bluetooth Speaker HiFi 30W","Speaker BT",4.09,469000,600,"Xiaomi","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",38,73.22,2,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S700_2834","Bose Smart Ultra Soundbar Dolby Atmos Wireless Bluetooth Speaker","Speaker BT",5,14099000,7106,"Bose","2023-12-16T10:34:12","2024-07-06T04:05:38","2023-10-21T05:37:46","Shipped",20,113.9,13,"Toys4GrownUps.com","Young","Julie","Pasadena","CA","USA",90700
"S18_3782","Advan Laptop WORKPRO LITE INTEL i3 Notebook 14” 8GB 256GB WIN 11","Laptop",4.9,4799000,7689,"ADVAN","2024-07-23T11:12:24","2023-11-19T10:30:54","2024-08-19T00:52:59","Shipped",47,60.3,2,"Gift Ideas Corp.","Lewis","Dan","Glendale","CT","USA",49700
"S18_4721","Laptop ADVAN Soulmate Celeron N4020 4GB/128GB (upgradable) 14"""" HD","Laptop",4.9,2999000,1249,"ADVAN","2024-07-23T11:12:24","2023-11-19T10:30:54","2024-08-19T00:52:59","Shipped",29,130.94,1,"Gift Ideas Corp.","Lewis","Dan","Glendale","CT","USA",49700
"S12_1099","SHARP AQUOS SH-C06 SMARTPHONE V7 Plus 6GB/256GB WITH NFC READY ","Smartphone",4.7,1699000,68,"SHARP","2024-03-09T14:55:38","2024-08-14T02:13:10","2024-05-01T12:54:23","Shipped",48,161.49,7,"Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA",70700
"S12_3380","ADVAN smartphone NASA PRO 2GB/32GB Android 11 - Biru","Smartphone",4.9,649000,9123,"ADVAN","2024-03-09T14:55:38","2024-08-14T02:13:10","2024-05-01T12:54:23","Shipped",31,110.39,5,"Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA",70700
"S12_3990","Infinix Note 40 Note 40S 4G 8/256 RAM 8GB ROM 256GB 8 256 GB Smartphone - Note40s Black, Device Only","Smartphone",4.9,2659000,5663,"Infinix","2024-03-09T14:55:38","2024-08-14T02:13:10","2024-05-01T12:54:23","Shipped",21,74.21,8,"Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA",70700
"S12_4675","Samsung Galaxy S23 [8/256], Smartphone AI, AI Phone, Handphone AI, 50MP Nightography Camera & Snapdragon 8 Gen 2 (4nm), HP flagship Samsung, Android","Smartphone",4.9,9990500,7323,"Samsung","2024-03-09T14:55:38","2024-08-14T02:13:10","2024-05-01T12:54:23","Shipped",33,97.89,4,"Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA",70700
"S18_1889","Samsung Galaxy Z Fold6 [12/512 - 12/1TB] - [Silver Shadow, Pink, Navy] Smartphone AI, AI Phone, Smartphone Lipat, Android, Kamera 50MP, Layar Besar","Smartphone",4.9,26499000,8826,"Samsung","2024-03-09T14:55:38","2024-08-14T02:13:10","2024-05-01T12:54:23","Shipped",26,70.84,3,"Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA",70700
"S18_3278","ADVAN Laptop 360 Stylus PRO Intel Core i3-1215U 14”IPS FHD Touchscreen 8GB 256GB WIN 11","Laptop",5,6699000,1917,"ADVAN","2024-03-09T14:55:38","2024-08-14T02:13:10","2024-05-01T12:54:23","Shipped",36,74.78,10,"Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA",70700
"S18_3482","ADVAN Laptop Workplus Intel i5 12600H 14'' FHD IPS 24GB 512GB Win 11","Laptop",4.8,7999000,9127,"ADVAN","2024-03-09T14:55:38","2024-08-14T02:13:10","2024-05-01T12:54:23","Shipped",37,129.35,9,"Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA",70700
